Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,7,,SF,12700,MIL,@CLE,1,121,37,33,102,110,-1%,27,24,20,37,33,33,64.0,61.5,49.7,73.4,33.0,62.6,4.9,32,59.4,4.7
Luka Doncic,21,,PG,12200,DAL,@PHO,2,117,38,32,105,106,1%,22,20,20,35,34,35,57.6,55.8,44.0,67.5,35.0,57.2,4.7,37.5,70.3,5.8
LeBron James,14,,SF,11400,LAL,WAS,1,124,34,28,107,113,3%,21,22,20,36,37,36,52.3,53.2,40.3,66.1,35.5,57.3,5.0,24.6,46.1,4.0
Anthony Davis,10,,PF,11300,LAL,WAS,1,124,30,28,107,113,2%,25,21,19,35,35,35,58.6,52.9,42.7,63.1,35.0,58.1,5.1,27.4,53.6,4.7
Joel Embiid,4,,C,10200,PHI,@NYK,1,108,32,25,100,110,-6%,15,15,16,32,30,30,42.5,44.4,30.9,57.9,33.0,50.6,5.0,35.5,56.4,5.5
Kawhi Leonard,6,,PF,10000,LAC,@SAS,1,116,36,25,103,112,9%,20,20,21,28,33,33,43.5,49.2,40.5,57.9,32.0,43.4,4.3,30.5,43.9,4.4
Kyrie Irving,1,Q,PG,9700,BKN,BOS,1,104,35,26,102,101,-14%,25,24,24,36,36,35,47.8,50.5,38.8,62.2,0.0,0.0,0.0,0,0.0,0.0
Andre Drummond,4,,C,9600,DET,CHA,1,111,24,22,102,110,9%,9,11,14,34,33,35,41.6,49.6,35.3,63.9,34.5,50.3,5.2,37.6,47.3,4.9
Trae Young,5,,PG,9600,ATL,@IND,1,106,36,23,102,101,-6%,26,22,21,35,35,36,45.1,46.9,32.9,60.9,34.5,45.5,4.7,42.6,56.2,5.9
Paul George,3,,SF,9600,LAC,@SAS,1,116,34,26,103,112,9%,18,18,17,29,32,29,40.2,40.4,31.2,49.6,33.0,41.5,4.3,32.7,14.1,1.5
Brad Beal,3,,SG,9500,WAS,@LAL,1,113,32,23,103,100,2%,17,19,22,35,38,38,40.9,46.1,33.2,59.0,38.5,47.3,5.0,30.4,38.1,4.0
Pascal Siakam,2,,SF,9400,TOR,@ORL,1,106,29,21,100,103,-3%,21,18,20,35,36,37,44.6,43.8,34.1,53.5,38.5,44.4,4.7,39.5,36.1,3.8
Jimmy Butler,2,P,SG,9400,MIA,GSW,1,111,25,24,104,111,5%,12,12,13,31,33,34,42.9,43.3,34.3,52.3,33.5,39.7,4.2,27.8,36.0,3.8
Damian Lillard,5,,PG,9300,POR,CHI,1,117,29,26,105,106,-13%,18,16,20,33,36,38,37.4,47.0,37.3,56.7,36.5,43.2,4.6,36.7,35.4,3.8
Ben Simmons,4,,PG,8900,PHI,@NYK,1,108,21,17,100,110,0%,10,9,11,39,36,36,41.1,40.0,34.1,45.9,35.0,41.4,4.7,37.7,35.0,3.9
Malcolm Brogdon,3,,PG,8800,IND,ATL,1,117,29,23,106,111,-5%,15,15,16,30,29,33,32.8,40.0,31.2,48.9,33.5,40.8,4.6,39,34.7,3.9
Brandon Ingram,6,,SF,8800,NOR,@OKC,1,112,30,22,102,106,3%,22,21,20,38,36,35,44.0,44.9,37.7,52.0,35.5,42.3,4.8,36.3,45.6,5.2
Domas Sabonis,5,,PF,8700,IND,ATL,1,117,25,22,106,111,8%,12,13,15,33,32,34,39.2,41.3,33.5,49.0,33.5,43.3,5.0,41.9,38.4,4.4
Bam Adebayo,3,,PF,8700,MIA,GSW,1,111,20,21,104,111,9%,11,9,9,37,33,32,38.0,39.3,29.6,49.1,33.5,40.3,4.6,24.3,20.8,2.4
Donovan Mitchell,7,,SG,8600,UTA,@MEM,1,115,31,21,107,110,8%,20,23,21,32,35,35,38.5,40.7,32.1,49.3,34.5,40.8,4.7,37,38.5,4.5
D'Angelo Russell,,O,SG,8500,GSW,@MIA,1,99,34,22,103,101,-9%,12,21,19,28,33,32,46.8,39.3,19.8,58.8,0.0,0.0,0.0,0,0.0,0.0
Devin Booker,3,,SG,8400,PHO,DAL,1,115,29,20,103,108,0%,17,19,17,36,37,35,40.3,36.8,24.8,48.8,35.0,38.1,4.5,37.8,36.0,4.3
Kristaps Porzingis,4,P,PF,8400,DAL,@PHO,2,117,26,17,105,106,6%,15,14,16,32,29,32,37.9,39.4,28.8,49.9,32.5,40.7,4.8,33.9,33.1,3.9
Rudy Gobert,5,,C,8300,UTA,@MEM,1,115,15,19,107,110,4%,9,9,8,32,35,35,45.1,39.6,28.6,50.7,34.0,40.3,4.9,35.9,39.1,4.7
Spencer Dinwiddie,3,,SG,8300,BKN,BOS,1,104,30,19,102,101,-14%,22,19,15,31,33,29,39.8,32.4,21.3,43.4,34.0,37.2,4.5,35.1,62.5,7.5
Hassan Whiteside,6,,C,8300,POR,CHI,1,117,20,24,105,106,21%,11,10,10,23,27,28,35.9,35.5,26.5,44.5,27.0,41.0,4.9,30,58.5,7.0
Kyle Lowry,1,O,PG,8200,TOR,@ORL,1,106,24,20,100,103,-5%,17,15,15,39,38,39,39.7,40.6,35.9,45.2,0.0,0.0,0.0,0,0.0,0.0
Nikola Vucevic,,O,C,8100,ORL,TOR,1,103,26,22,104,100,-10%,15,16,16,35,34,32,49.7,41.3,30.4,52.2,0.0,0.0,0.0,0,0.0,0.0
Kevin Love,1,,PF,8100,CLE,MIL,1,109,23,19,108,101,-7%,9,11,12,25,29,32,26.7,35.3,23.1,47.5,30.0,35.1,4.3,31.3,34.1,4.2
Jrue Holiday,8,,SG,8100,NOR,@OKC,1,112,27,17,102,106,-2%,19,20,17,38,37,36,46.2,41.3,29.5,53.2,35.5,41.1,5.1,41.4,36.8,4.5
Ja Morant,5,,PG,8000,MEM,UTA,1,108,32,20,103,101,-2%,16,15,15,32,30,29,40.9,34.5,22.5,46.6,32.0,38.1,4.8,31,21.6,2.7
Fred Van Vleet,9,,SG,7900,TOR,@ORL,1,106,23,16,100,103,-5%,12,15,15,34,35,38,36.2,36.6,27.0,46.1,38.5,37.8,4.8,41.1,52.0,6.6
Jonathan Isaac,4,,SF,7900,ORL,TOR,1,103,18,20,104,100,14%,15,14,11,29,31,31,39.2,35.8,23.6,47.9,30.0,33.9,4.3,29.4,23.0,2.9
DeMar DeRozan,2,,SG,7800,SAS,LAC,1,111,27,21,105,103,-7%,18,17,16,35,35,34,41.3,37.6,29.8,45.5,34.0,37.6,4.8,35.1,38.3,4.9
Victor Oladipo,,O,SG,7800,IND,ATL,1,117,,,106,111,9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jayson Tatum,1,,PF,7700,BOS,@BKN,1,109,27,16,106,106,-12%,18,18,18,35,35,35,33.2,35.9,27.7,44.2,34.5,35.5,4.6,37,42.8,5.6
Eric Bledsoe,2,,PG,7600,MIL,@CLE,1,121,27,19,102,110,9%,13,15,14,32,30,29,35.2,33.8,24.4,43.2,29.0,36.0,4.7,25.5,20.1,2.6
Louis Williams,2,,SG,7600,LAC,@SAS,1,116,31,20,103,112,0%,16,16,17,33,32,33,34.9,34.9,25.4,44.4,32.0,33.7,4.4,27.6,19.9,2.6
LaMarcus Aldridge,9,,PF,7600,SAS,LAC,1,111,23,20,105,103,-11%,21,17,16,35,34,34,36.4,37.1,27.1,47.1,33.5,37.8,5.0,31.4,52.1,6.9
Chris Paul,9,,PG,7600,OKC,NOR,1,117,23,21,107,111,9%,14,11,11,30,31,31,35.4,33.9,25.4,42.4,31.5,38.1,5.0,28.9,26.7,3.5
Derrick Favors,,O,PF,7500,NOR,@OKC,1,112,17,20,102,106,-7%,7,7,6,22,24,21,30.0,23.5,8.2,38.8,0.0,0.0,0.0,0,0.0,0.0
Kemba Walker,2,,PG,7500,BOS,@BKN,1,109,29,22,106,106,10%,21,18,18,35,33,34,34.4,38.6,27.0,50.2,33.0,39.4,5.3,31.5,31.0,4.1
Wendell Carter,2,,C,7500,CHI,@POR,1,110,16,18,105,109,-2%,9,8,9,31,31,30,30.0,29.6,20.9,38.2,31.5,32.9,4.4,34.2,34.3,4.6
Blake Griffin,4,,PF,7400,DET,CHA,1,111,31,18,102,110,16%,15,16,15,31,31,30,30.2,30.6,25.7,35.4,31.5,37.8,5.1,31.7,27.3,3.7
Al Horford,,O,PF,7400,PHI,@NYK,1,108,21,19,100,110,0%,8,9,13,32,31,32,33.5,34.3,25.8,42.8,0.0,0.0,0.0,0,0.0,0.0
Jarrett Allen,1,,PF,7400,BKN,BOS,1,104,15,22,102,101,-5%,9,9,7,32,30,28,42.6,32.3,20.7,44.0,29.0,33.5,4.5,25.3,32.7,4.4
Myles Turner,2,,C,7400,IND,ATL,1,117,16,15,106,111,8%,6,9,10,28,30,33,29.5,30.8,21.1,40.6,31.0,33.3,4.5,38.4,35.7,4.8
Montrezl Harrell,1,,C,7400,LAC,@SAS,1,116,24,24,103,112,2%,15,14,13,29,30,31,37.0,37.4,25.1,49.7,29.5,30.7,4.1,25.1,23.4,3.2
Tristan Thompson,1,,C,7400,CLE,MIL,1,109,20,20,108,101,0%,8,10,12,32,30,32,29.7,36.2,25.8,46.6,31.0,33.5,4.5,30.8,33.1,4.5
Draymond Green,3,,PF,7400,GSW,@MIA,1,99,18,13,103,101,6%,8,8,8,29,31,29,32.3,29.6,18.5,40.7,29.5,30.8,4.2,19.3,12.4,1.7
Shai Gilgeous-Alexander,2,,SG,7300,OKC,NOR,1,117,24,16,107,111,4%,11,13,16,31,33,35,26.8,31.7,20.5,43.0,34.5,34.5,4.7,33.3,17.7,2.4
C.J. McCollum,3,,SG,7300,POR,CHI,1,117,27,16,105,106,-4%,18,21,21,35,36,37,44.2,36.4,23.8,49.0,36.0,35.3,4.8,37.9,31.4,4.3
Devonte' Graham,6,,SG,7200,CHA,@DET,1,103,27,17,102,107,4%,15,15,14,36,37,33,33.4,32.8,22.5,43.1,35.5,34.3,4.8,37.5,33.2,4.6
Danilo Gallinari,3,,SF,7200,OKC,NOR,1,117,23,19,107,111,8%,13,12,13,30,31,31,26.4,28.3,22.3,34.3,31.5,34.4,4.8,27.2,36.9,5.1
Zach LaVine,12,,SG,7100,CHI,@POR,1,110,30,18,105,109,9%,19,18,18,33,32,32,35.8,34.5,20.9,48.1,32.0,34.1,4.8,38,45.7,6.4
Tobias Harris,6,,SF,7100,PHI,@NYK,1,108,23,17,100,110,-7%,16,15,15,36,34,35,35.4,35.0,26.2,43.7,35.0,35.9,5.1,35.1,32.7,4.6
Julius Randle,1,,PF,7000,NYK,PHI,1,102,26,14,102,102,-11%,14,14,14,32,31,33,34.0,32.3,22.6,42.0,32.0,30.9,4.4,35.2,39.0,5.6
Terry Rozier,3,,PG,7000,CHA,@DET,1,103,25,15,102,107,4%,13,14,15,33,34,33,29.4,29.4,19.1,39.6,34.0,31.0,4.4,34.9,36.8,5.3
Jabari Parker,5,,PF,7000,ATL,@IND,1,106,25,20,102,101,-9%,20,15,14,35,29,28,37.6,32.8,19.2,46.5,32.5,34.4,4.9,31.1,26.0,3.7
Larry Nance Jr.,1,,PF,6900,CLE,MIL,1,109,16,19,108,101,-7%,12,10,8,29,29,27,30.7,25.6,16.1,35.2,24.0,24.1,3.5,26.8,31.3,4.5
Jaylen Brown,1,,SF,6800,BOS,@BKN,1,109,23,18,106,106,1%,16,15,16,34,34,34,34.0,35.6,25.9,45.4,34.0,33.2,4.9,34,19.7,2.9
Ricky Rubio,4,P,PG,6800,PHO,DAL,1,115,23,16,103,108,-5%,10,13,12,28,31,32,33.6,34.8,25.9,43.6,29.5,31.9,4.7,33.2,34.7,5.1
Jeremy Lamb,5,,SG,6800,IND,ATL,1,117,22,18,106,111,9%,16,13,14,31,32,32,33.1,32.9,25.7,40.0,31.5,33.7,5.0,40.4,25.6,3.8
Kelly Oubre,4,,SF,6800,PHO,DAL,1,115,22,17,103,108,5%,15,15,13,34,35,31,35.8,31.4,19.2,43.6,31.0,30.2,4.4,40.6,46.5,6.8
Marcus Smart,1,,PG,6700,BOS,@BKN,1,109,18,15,106,106,10%,10,13,11,36,35,33,33.9,29.7,21.8,37.5,34.0,29.7,4.4,32.5,23.4,3.5
Aron Baynes,1,,C,6700,PHO,DAL,1,115,21,22,103,108,-6%,7,10,10,22,23,25,24.8,30.0,17.1,42.9,20.0,22.5,3.4,24.6,25.9,3.9
R.J. Barrett,2,,SG,6700,NYK,PHI,1,102,25,12,102,102,-11%,14,14,14,30,30,33,29.2,29.8,19.8,39.9,31.5,28.5,4.3,28.8,22.6,3.4
Bojan Bogdanovic,7,,SF,6600,UTA,@MEM,1,115,25,18,107,110,14%,14,16,15,36,36,35,35.2,30.3,21.8,38.7,33.5,30.7,4.7,34.5,46.6,7.1
Jonas Valanciunas,4,,C,6600,MEM,UTA,1,108,22,19,103,101,-3%,15,10,10,30,27,24,30.4,28.2,16.8,39.7,26.5,30.0,4.5,31.8,53.4,8.1
Josh Richardson,,O,SG,6500,PHI,@NYK,1,108,22,15,100,110,-7%,17,15,13,31,31,33,32.4,29.5,21.2,37.8,0.0,0.0,0.0,0,0.0,0.0
Steven Adams,2,,C,6500,OKC,NOR,1,117,17,17,107,111,-2%,7,7,7,26,26,27,27.5,26.7,19.0,34.4,27.5,29.2,4.5,24.2,40.4,6.2
Thomas Bryant,3,,C,6500,WAS,@LAL,1,113,19,21,103,100,-18%,9,9,10,26,28,29,31.9,32.7,23.9,41.6,29.0,30.9,4.8,22.1,14.5,2.2
Mike Conley,5,,PG,6500,UTA,@MEM,1,115,24,12,107,110,9%,9,11,13,28,30,31,28.0,26.9,17.0,36.8,31.0,31.3,4.8,31.7,25.4,3.9
Marcus Morris,1,,SF,6400,NYK,PHI,1,102,,,102,102,-11%,16,15,15,31,33,34,35.0,31.9,21.1,42.8,32.5,28.1,4.4,33.7,30.4,4.8
Lauri Markkanen,2,,PF,6300,CHI,@POR,1,110,22,12,105,109,-2%,9,10,11,26,26,29,21.7,26.5,15.3,37.8,27.5,26.0,4.1,32.4,26.1,4.1
Jaren Jackson,1,,PF,6300,MEM,UTA,1,108,23,15,103,101,-1%,16,13,12,27,26,27,26.4,25.4,14.5,36.3,28.0,26.8,4.3,30.5,30.6,4.9
Khris Middleton,2,,SG,6300,MIL,@CLE,1,121,24,17,102,110,11%,10,14,14,21,28,30,30.6,30.1,23.6,36.6,25.0,26.6,4.2,23.3,23.3,3.7
Mitchell Robinson,2,,C,6100,NYK,PHI,1,102,16,26,102,102,-12%,3,3,5,25,21,21,21.8,25.7,19.2,32.3,22.5,26.4,4.3,29.4,17.4,2.9
Caris LeVert,,O,SG,6000,BKN,BOS,1,104,27,11,102,101,-2%,12,15,16,28,30,32,26.5,27.7,19.6,35.8,0.0,0.0,0.0,0,0.0,0.0
Brook Lopez,1,,C,6000,MIL,@CLE,1,121,16,14,102,110,3%,9,7,9,29,27,28,25.9,28.1,16.0,40.3,26.5,27.7,4.6,26.1,26.9,4.5
Evan Fournier,8,,SG,6000,ORL,TOR,1,103,25,18,104,100,-4%,19,18,14,38,34,31,35.1,28.7,19.2,38.1,34.0,31.2,5.2,33.8,34.8,5.8
Alec Burks,3,,SF,6000,GSW,@MIA,1,99,23,15,103,101,-6%,18,16,12,34,34,28,33.6,26.7,14.0,39.4,32.5,28.7,4.8,31.2,24.7,4.1
Eric Paschall,1,,PF,6000,GSW,@MIA,1,99,21,16,103,101,6%,13,15,13,34,32,32,30.2,27.6,17.0,38.2,33.5,28.1,4.7,28.9,17.7,2.9
Aaron Gordon,1,,PF,5900,ORL,TOR,1,103,21,14,104,100,14%,16,13,12,36,34,32,30.6,28.7,20.7,36.7,25.5,24.7,4.2,31.7,29.6,5.0
Lonzo Ball,,O,PG,5900,NOR,@OKC,1,112,22,13,102,106,-2%,14,11,11,23,22,27,19.1,26.6,16.9,36.3,0.0,0.0,0.0,0,0.0,0.0
Ky Bowman,,,PG,5800,GSW,@MIA,1,99,17,13,103,101,-9%,11,10,8,33,32,22,27.8,17.8,4.1,31.6,28.0,22.1,3.8,32.5,23.4,4.0
Luke Kennard,1,,SF,5800,DET,CHA,1,111,21,15,102,110,-5%,12,12,13,35,34,34,26.2,28.0,19.1,37.0,33.5,26.5,4.6,33.3,31.2,5.4
Carmelo Anthony,6,,SF,5800,POR,CHI,1,117,26,12,105,106,16%,16,15,15,30,29,29,25.1,25.1,15.5,34.7,32.0,27.2,4.7,37.1,45.2,7.8
Dennis Schroder,7,,SG,5700,OKC,NOR,1,117,26,13,107,111,9%,13,15,13,29,29,29,23.6,26.0,14.3,37.8,29.0,27.7,4.9,32.3,34.9,6.1
Patrick Beverley,3,,PG,5700,LAC,@SAS,1,116,14,10,103,112,11%,7,7,8,27,29,30,30.0,25.1,13.4,36.9,31.0,24.0,4.2,35.5,18.0,3.2
Justise Winslow,3,,SF,5700,MIA,GSW,1,111,22,9,104,111,0%,11,12,14,32,36,36,27.4,31.0,17.0,45.0,30.5,26.0,4.6,26.2,20.1,3.5
Rondae Hollis-Jefferson,1,,PF,5700,TOR,@ORL,1,106,18,19,100,103,-10%,11,8,8,27,25,25,24.4,24.4,16.6,32.2,26.0,24.5,4.3,21.8,18.7,3.3
Dave Bertans,,,SF,5700,WAS,@LAL,1,113,16,16,103,100,-3%,9,10,10,25,27,28,30.0,23.9,16.2,31.7,27.5,23.2,4.1,26.9,11.6,2.0
T.J. Warren,7,,SF,5600,IND,ATL,1,117,21,14,106,111,22%,16,15,15,33,34,34,24.0,27.2,14.8,39.5,32.5,28.7,5.1,35,28.6,5.1
Kendrick Nunn,,,PG,5600,MIA,GSW,1,111,24,15,104,111,9%,11,10,14,30,26,29,22.0,26.8,17.8,35.9,25.5,22.7,4.1,28.6,23.8,4.3
Derrick Rose,2,,PG,5600,DET,CHA,1,111,33,21,102,110,-3%,13,12,13,23,23,24,23.6,27.4,17.6,37.2,25.0,25.6,4.6,21.9,30.4,5.4
Kevon Looney,,O,C,5600,GSW,@MIA,1,99,,,103,101,-7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Collin Sexton,3,,PG,5500,CLE,MIL,1,109,27,15,108,101,7%,18,16,16,33,31,31,26.6,25.9,19.6,32.2,32.0,26.4,4.8,31.7,32.7,5.9
Serge Ibaka,,O,PF,5500,TOR,@ORL,1,106,25,18,100,103,-3%,11,11,11,18,22,23,25.6,26.4,18.0,34.8,0.0,0.0,0.0,0,0.0,0.0
Brandon Clarke,,,PF,5500,MEM,UTA,1,108,19,23,103,101,-1%,9,9,9,21,23,22,26.1,25.5,18.8,32.2,22.0,23.8,4.3,18.4,23.0,4.2
Markelle Fultz,0,,PG,5500,ORL,TOR,1,103,22,16,104,100,-2%,12,12,9,29,28,25,26.7,22.3,17.0,27.7,26.0,24.1,4.4,29.8,25.3,4.6
Willie Cauley-Stein,,,C,5500,GSW,@MIA,1,99,14,15,103,101,-11%,6,5,6,23,25,23,22.0,23.0,17.1,29.0,24.0,22.4,4.1,24,23.2,4.2
Aaron Holiday,,,PG,5500,IND,ATL,1,117,22,14,106,111,-5%,8,13,9,17,25,23,26.4,20.5,8.7,32.3,16.0,15.0,2.7,14.3,9.6,1.7
Taurean Waller-Prince,,,SF,5500,BKN,BOS,1,104,19,11,102,101,-1%,12,12,12,31,31,31,24.3,25.1,13.8,36.4,31.5,25.7,4.7,33.3,20.3,3.7
Goran Dragic,3,,PG,5500,MIA,GSW,1,111,24,15,104,111,9%,10,11,12,31,30,29,23.6,27.8,20.6,35.0,26.0,24.3,4.4,26.8,34.0,6.2
Kelly Olynyk,,,C,5500,MIA,GSW,1,111,16,14,104,111,9%,9,7,7,28,27,24,23.7,20.9,12.0,29.9,24.0,21.4,3.9,24.9,20.9,3.8
Glenn Robinson III,,,SF,5400,GSW,@MIA,1,99,15,14,103,101,-6%,13,12,10,35,34,32,27.5,24.3,16.2,32.4,34.0,24.0,4.4,29.1,8.6,1.6
Nerlens Noel,1,,PF,5400,OKC,NOR,1,117,16,21,107,111,-2%,6,5,5,18,20,18,26.4,22.4,11.7,33.2,20.0,23.4,4.3,23.8,25.4,4.7
Miles Bridges,0,,SF,5400,CHA,@DET,1,103,18,12,102,107,-2%,10,13,11,31,33,33,29.8,25.3,16.7,33.9,32.0,25.7,4.8,27.6,34.9,6.5
Cody Zeller,1,O,C,5400,CHA,@DET,1,103,19,17,102,107,-7%,9,7,9,21,19,25,17.8,24.0,12.7,35.4,0.0,0.0,0.0,0,0.0,0.0
Coby White,2,,PG,5400,CHI,@POR,1,110,25,10,105,109,9%,10,11,13,27,26,26,19.4,21.7,10.8,32.5,26.5,23.5,4.4,20.5,19.3,3.6
Marc Gasol,1,,C,5400,TOR,@ORL,1,106,13,8,100,103,-8%,6,5,6,29,29,29,27.1,22.7,15.8,29.6,29.5,26.2,4.9,32.2,15.9,2.9
Dejounte Murray,2,,PG,5300,SAS,LAC,1,111,24,18,105,103,7%,7,9,9,22,23,23,22.1,27.0,16.1,38.0,23.0,26.0,4.9,19.6,16.6,3.1
Dillon Brooks,,,SG,5300,MEM,UTA,1,108,21,11,103,101,-10%,11,11,12,29,27,27,17.1,22.9,13.3,32.5,27.5,22.0,4.2,27.4,21.2,4.0
Marquese Chriss,1,,PF,5300,GSW,@MIA,1,99,19,19,103,101,6%,5,8,6,22,23,18,32.2,20.4,10.6,30.2,18.5,19.9,3.8,24,24.0,4.5
O.G. Anunoby,3,,SF,5300,TOR,@ORL,1,106,15,15,100,103,-10%,11,10,9,34,29,32,23.9,27.3,15.9,38.7,32.0,25.3,4.8,35.5,23.4,4.4
DeAndre Jordan,,Q,C,5200,BKN,BOS,1,104,13,20,102,101,-5%,4,4,5,18,20,21,21.5,25.2,13.7,36.6,20.0,24.4,4.7,22.6,27.7,5.3
PJ Washington,1,,PF,5200,CHA,@DET,1,103,17,15,102,107,8%,10,8,9,22,23,28,19.3,25.0,17.5,32.6,25.0,19.9,3.8,34.5,47.5,9.1
J.J. Redick,1,,SG,5100,NOR,@OKC,1,112,19,15,102,106,3%,11,12,11,30,32,28,30.2,22.7,12.2,33.2,31.5,24.9,4.9,34.3,25.5,5.0
Otto Porter,,O,SF,5100,CHI,@POR,1,110,18,14,105,109,7%,11,11,10,27,29,27,21.9,19.8,11.2,28.4,0.0,0.0,0.0,0,0.0,0.0
De'Andre Hunter,1,,SF,5100,ATL,@IND,1,106,18,8,102,101,-6%,11,13,11,36,34,31,25.4,20.5,11.6,29.5,34.5,24.2,4.7,40.7,8.6,1.7
Joe Harris,1,,SF,5000,BKN,BOS,1,104,17,13,102,101,-1%,15,13,11,30,31,32,27.0,24.0,14.0,34.0,31.5,23.6,4.7,33.9,33.2,6.6
Jordan Clarkson,1,,SG,5000,CLE,MIL,1,109,27,20,108,101,7%,14,10,11,21,21,23,21.1,22.5,13.7,31.3,22.0,20.5,4.1,19.6,14.9,3.0
Norman Powell,2,,SG,5000,TOR,@ORL,1,106,18,12,100,103,-10%,10,12,9,25,29,27,21.8,20.4,12.5,28.4,28.5,21.7,4.3,38.6,41.5,8.3
Tomas Satoransky,4,,PG,5000,CHI,@POR,1,110,18,15,105,109,9%,12,10,8,31,27,27,30.4,24.6,14.2,35.0,27.5,24.0,4.8,29.8,29.6,5.9
Daniel Theis,,,PF,5000,BOS,@BKN,1,109,14,15,106,106,3%,8,6,6,23,25,24,26.4,25.0,18.0,32.1,25.0,24.8,5.0,6.9,5.6,1.1
Tim Hardaway Jr.,3,,SF,5000,DAL,@PHO,2,117,21,14,105,106,1%,13,9,10,34,25,23,24.2,18.7,8.6,28.7,28.0,23.2,4.6,36.1,33.6,6.7
Jae Crowder,1,,SF,5000,MEM,UTA,1,108,15,12,103,101,-1%,11,10,9,34,32,31,26.6,24.7,15.4,33.9,32.0,23.8,4.8,29.3,22.1,4.4
Tyler Herro,1,,SG,5000,MIA,GSW,1,111,22,13,104,111,9%,16,14,12,33,32,31,26.9,24.9,17.4,32.4,27.5,23.0,4.6,26.9,23.0,4.6
Dario Saric,4,,PF,5000,PHO,DAL,1,115,17,13,103,108,1%,12,11,10,35,29,28,28.9,25.6,12.9,38.4,26.5,22.9,4.6,33.1,27.8,5.6
Jakob Poeltl,2,,C,4900,SAS,LAC,1,111,14,18,105,103,3%,4,5,4,23,24,18,24.4,18.4,10.6,26.1,19.5,21.7,4.4,15.5,24.2,4.9
Bruce Brown,,,SG,4900,DET,CHA,1,111,17,9,102,110,-5%,8,7,7,27,28,27,25.3,20.7,8.2,33.2,24.0,17.0,3.5,26.3,18.3,3.7
Dwight Powell,,,C,4900,DAL,@PHO,2,117,12,12,105,106,6%,3,3,5,25,25,26,15.1,17.7,9.8,25.6,26.0,21.0,4.3,23.6,10.5,2.1
Garrett Temple,1,,SG,4900,BKN,BOS,1,104,15,12,102,101,-2%,11,10,8,34,34,26,23.4,19.4,10.1,28.6,33.5,23.8,4.9,37.4,33.5,6.8
Isaiah Thomas,0,,PG,4800,WAS,@LAL,1,113,24,12,103,100,-4%,10,10,11,24,24,25,15.9,21.5,13.5,29.5,25.0,21.2,4.4,21.9,13.5,2.8
Derrick White,,,PG,4800,SAS,LAC,1,111,18,14,105,103,7%,8,6,8,25,26,24,20.1,20.7,13.0,28.4,24.5,21.7,4.5,28.4,23.1,4.8
Rudy Gay,0,,SF,4800,SAS,LAC,1,111,21,18,105,103,-10%,8,9,9,23,25,23,20.8,22.9,15.6,30.2,27.0,26.6,5.5,31.1,15.7,3.3
Cedi Osman,1,,SF,4800,CLE,MIL,1,109,15,9,108,101,-12%,10,9,8,31,29,30,23.4,19.4,11.8,26.9,30.0,19.4,4.0,38,32.4,6.8
Tony Bradley,,,C,4800,UTA,@MEM,1,115,16,20,107,110,4%,3,3,3,14,14,11,13.8,11.5,1.2,21.7,0.0,0.0,0.0,0,0.0,0.0
Rajon Rondo,3,,PG,4800,LAL,WAS,1,124,22,15,107,113,6%,6,9,8,22,23,21,22.6,21.1,14.1,28.2,23.5,22.9,4.8,11.2,20.2,4.2
Frank Ntilikina,2,,PG,4700,NYK,PHI,1,102,14,10,102,102,-6%,9,8,7,27,30,30,22.3,22.3,10.3,34.3,31.5,21.4,4.6,37,22.4,4.8
Donte DiVincenzo,3,,SG,4700,MIL,@CLE,1,121,18,14,102,110,6%,10,11,8,31,27,22,23.6,20.7,11.0,30.5,27.0,23.1,4.9,26.3,25.0,5.3
Kevin Huerter,,O,SG,4700,ATL,@IND,1,106,19,12,102,101,5%,8,9,8,23,25,23,22.0,18.7,13.8,23.6,0.0,0.0,0.0,0,0.0,0.0
Rodney Hood,0,,SF,4700,POR,CHI,1,117,14,14,105,106,-4%,9,8,9,28,31,32,24.5,22.1,15.4,28.7,31.5,22.5,4.8,36,27.7,5.9
D.J. Augustin,,,PG,4600,ORL,TOR,1,103,20,13,104,100,-2%,8,8,9,26,26,26,20.3,19.6,13.5,25.6,25.0,21.0,4.6,26.4,19.6,4.3
Terrence Ross,2,,SG,4600,ORL,TOR,1,103,23,12,104,100,0%,13,12,11,26,26,24,22.3,19.1,13.2,25.0,25.5,21.9,4.8,26.4,15.9,3.5
Kyle Kuzma,2,,PF,4600,LAL,WAS,1,124,22,12,107,113,2%,9,8,10,24,25,24,19.1,18.8,12.3,25.2,26.0,22.1,4.8,17,5.9,1.3
Rui Hachimura,1,,PF,4600,WAS,@LAL,1,113,19,14,103,100,-13%,9,9,11,27,25,27,20.0,22.6,13.8,31.5,27.0,21.2,4.6,26.4,29.1,6.3
Bryn Forbes,1,,SG,4600,SAS,LAC,1,111,20,12,105,103,-7%,12,10,11,26,26,27,19.8,19.9,12.1,27.7,27.0,19.7,4.3,23.8,17.4,3.8
